WGD ID	Phylogenetic location	Species	KS peak	Credible range	Posterior Mean	Posterior Median	Posterior Mode	90% HPD	Consensus Peak	Consensus Mean	90% HCR	Full_Species	Crown_ages	Stem_ages	90%_HCR_Lower	90%_HCR_Higher	Crown_ages_Lower	Crown_ages_Higher	Stem_ages_Lower	Stem_ages_Higher
JUGL	Juglandaceae	Cyclocarya_paliurus	0.32	0.19-0.61	56.27	56.17	55.11	41.34-72.18	53.53	55.38	46.12-66.68	Carya_illinoinensis, Juglans_sigillata, Juglans_regia, Juglans_mandshurica, Cyclocarya_paliurus, Platycarya_strobilacea	17.913200000000028	48.714000000000034	46.12	66.68	9.29532	28.34	28.1217	69.7868
BRCE	Partial Brassiceae	Brassica_rapa	0.3	0.19-0.62	29.43	28.87	27.81	19.11-39.28	28.32	30.36	21.22 - 37.17	Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba	18.665800000000043	23.69210000000004	21.22	37.17	12.036	25.685200000000002	16.2146	31.537100000000002
BRCE	Partial Brassiceae	Raphanus_sativus	0.36	0.19-0.77	32.43	31.84	30.6	21.22-43.41	28.32	30.36	21.22 - 37.17	Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba	18.665800000000043	23.69210000000004	21.22	37.17	12.036	25.685200000000002	16.2146	31.537100000000002
BRCE	Partial Brassiceae	Eruca_sativa	0.33	0.19-0.73	31.77	31.13	29.46	20.48-42.87	28.32	30.36	21.22 - 37.17	Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba	18.665800000000043	23.69210000000004	21.22	37.17	12.036	25.685200000000002	16.2146	31.537100000000002
BRCE	Partial Brassiceae	Sinapis_alba	0.28	0.16-0.62	27.82	27.11	25.28	17.65-37.17	28.32	30.36	21.22 - 37.17	Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba	18.665800000000043	23.69210000000004	21.22	37.17	12.036	25.685200000000002	16.2146	31.537100000000002
BRAS a	Brassicaceae	Arabidopsis_thaliana	0.73	0.44-1.58	49.69	49.63	49.54	35.92-63.16	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Capsella_rubella	0.79	0.48-1.59	50.08	49.99	49.34	35.91-63.02	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Cardamine_hirsuta	0.8	0.48-1.67	51.49	51.21	50.1	37.45-64.91	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Draba_nivalis	0.9	0.51-2.29	54.29	54.23	54.41	40.55-69.04	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Arabis_alpina	0.8	0.49-1.59	50.02	49.93	49.71	35.90-63.19	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Erysimum_cheiranthoides	0.72	0.44-1.26	48.5	48.17	47.73	34.59-61.96	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Eutrema_salsugineum	0.72	0.41-1.47	49.75	49.42	48.73	36.28-63.76	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Microthlaspi_erraticum	0.75	0.44-1.61	50.49	50.39	50.55	36.98-64.76	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Thellungiella_parvula	0.73	0.43-1.39	48.85	48.65	48.63	35.07-62.36	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Thlaspi_arvense	0.73	0.43-1.42	49.71	49.63	49.79	36.62-63.92	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Boechera_stricta	0.7	0.39-1.47	49.03	48.88	49.1	34.90-62.78	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Megadenia_pygmaea	0.67	0.37-1.38	48.74	48.63	47.89	34.74-61.68	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Aethionema_arabicum	0.87	0.49-1.97	52.91	52.67	53.17	38.49-67.17	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Isatis_indigotica	1.28	0.51-3.00	64.69	64.76	65.73	47.71-81.46	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Lobularia_maritima	1.0	0.57-1.97	53.95	53.95	54.01	39.22-67.99	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Schrenkiella_parvula	0.73	0.41-1.53	49.56	49.32	49.37	35.86-63.26	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Lepidium_sativum	0.91	0.51-1.82	52.17	51.99	52.16	37.95-66.92	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
BRAS a	Brassicaceae	Camelina_sativa	0.82	0.43-1.86	52.33	52.32	53.33	37.90-66.38	51.28	51.46	47.71-61.68	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum	44.28870000000003	52.94230000000002	47.71	61.68	35.1699	54.2095	42.0412	63.891200000000005
CAPP	Capparis	Capparis_spinosa	0.3	0.21-0.49	35.91	35.41	34.82	24.80-46.88	34.82	35.91	24.80-46.88	Capparis_spinosa	0.0002000000000279556	60.404800000000016	24.8	46.88	0.0	72.6163	49.0001	72.6163
TARE	Tarenaya	Tarenaya_hassleriana	0.4	0.24-0.82	35.58	35.12	34.28	24.73-46.49	34.28	35.58	24.73-46.49	Tarenaya_hassleriana	0.0002000000000279556	29.75260000000002	24.73	46.49	0.0	48.8228	10.1176	48.8228
BRAS b	Partial Brassicales	Cleome_violacea	1.61	0.90-3.00	72.57	72.45	72.04	59.10-85.14	72.04	72.57	59.10-85.14	Isatis_indigotica, Brassica_rapa, Brassica_napus, Brassica_oleracea, Raphanus_sativus, Eruca_sativa, Sinapis_alba, Orychophragmus_violaceus, Schrenkiella_parvula, Thellungiella_parvula, Thlaspi_arvense, Eutrema_salsugineum, Microthlaspi_erraticum, Megacarpaea_delavayi, Lobularia_maritima, Draba_nivalis, Arabis_alpina, Megadenia_pygmaea, Boechera_stricta, Camelina_sativa, Capsella_rubella, Arabidopsis_lyrata, Arabidopsis_thaliana, Erysimum_cheiranthoides, Lepidium_sativum, Cardamine_hirsuta, Aethionema_arabicum, Cleome_violacea, Tarenaya_hassleriana	52.94230000000002	60.404800000000016	59.1	85.14	42.0412	63.891200000000005	49.0001	72.6163
MALV	Malvadendrina clade	Heritiera_littoralis	0.25	0.15-0.46	41.2	40.59	38.59	25.90-56.23	38.59	41.2	25.90-56.23	Durio_zibethinus, Heritiera_littoralis, Ochroma_pyramidale, Bombax_ceiba, Gossypium_hirsutum, Gossypium_barbadense, Gossypium_raimondii, Hibiscus_cannabinus, Abelmoschus_esculentus	36.4039	41.8137	25.9	56.23	24.0743	48.4624	28.6913	54.353899999999996
MAHE	Manihot+Hevea	Manihot_esculenta	0.34	0.22-0.56	44.45	44.17	43.99	33.76-54.73	44.83	45.51	35.25-54.73	Hevea_brasiliensis, Manihot_esculenta	24.666699999999974	42.296799999999976	35.25	54.73	9.30826	41.7181	27.4665	56.6405
MAHE	Manihot+Hevea	Hevea_brasiliensis	0.24	0.13-0.62	46.58	46.32	45.69	35.25-58.18	44.83	45.51	35.25-54.73	Hevea_brasiliensis, Manihot_esculenta	24.666699999999974	42.296799999999976	35.25	54.73	9.30826	41.7181	27.4665	56.6405
POSA	Saliceae	Salix_chaenomeloides	0.3	0.20-0.49	43.01	42.66	41.08	33.16-54.23	36.64	38.23	33.16-42.29	Chosenia_arbutifolia, Salix_arbutifolia, Salix_chaenomeloides, Populus_wilsonii, Populus_trichocarpa	25.03389999999999	59.21829999999999	33.16	42.29	11.5196	40.706199999999995	43.8919	75.39869999999999
POSA	Saliceae	Populus_trichocarpa	0.22	0.14-0.39	33.45	33.0	32.13	24.79-42.29	36.64	38.23	33.16-42.29	Chosenia_arbutifolia, Salix_arbutifolia, Salix_chaenomeloides, Populus_wilsonii, Populus_trichocarpa	25.03389999999999	59.21829999999999	33.16	42.29	11.5196	40.706199999999995	43.8919	75.39869999999999
LINU a	Linum	Linum_usitatissimum	0.12	0.04-0.33	12.54	12.21	11.65	8.08-17.00	11.65	12.54	8.08-17.00	Linum_usitatissimum	0.00019999999998354667	61.486099999999986	8.08	17.0	0.0	85.16629999999999	36.2039	85.16629999999999
LINU b	Linum	Linum_usitatissimum	0.75	0.38-1.63	54.23	54.05	53.39	41.55-67.62	53.39	54.23	41.55-67.62	Linum_usitatissimum	0.00019999999998354667	61.486099999999986	41.55	67.62	0.0	85.16629999999999	36.2039	85.16629999999999
MYRT	Myrtales	Syzygium_aromaticum	1.34	0.62-3.00	83.3	83.87	84.27	71.93-95.67	85.81	84.29	73.34 - 95.67	Lagerstroemia_indica, Sonneratia_alba, Sonneratia_caseolaris, Trapa_bicornis, Punica_granatum, Melastoma_dodecandrum, Eucalyptus_grandis, Syzygium_aromaticum, Melaleuca_alternifolia	75.18660000000001	105.21370000000002	73.34	95.67	53.257600000000004	97.62729999999999	100.729	109.931
MYRT	Myrtales	Melaleuca_alternifolia	1.38	0.65-3.00	84.87	85.41	87.12	73.34-96.49	85.81	84.29	73.34 - 95.67	Lagerstroemia_indica, Sonneratia_alba, Sonneratia_caseolaris, Trapa_bicornis, Punica_granatum, Melastoma_dodecandrum, Eucalyptus_grandis, Syzygium_aromaticum, Melaleuca_alternifolia	75.18660000000001	105.21370000000002	73.34	95.67	53.257600000000004	97.62729999999999	100.729	109.931
MYRT	Myrtales	Eucalyptus_grandis	1.32	0.65-3.00	84.08	84.63	85.43	72.60-95.94	85.81	84.29	73.34 - 95.67	Lagerstroemia_indica, Sonneratia_alba, Sonneratia_caseolaris, Trapa_bicornis, Punica_granatum, Melastoma_dodecandrum, Eucalyptus_grandis, Syzygium_aromaticum, Melaleuca_alternifolia	75.18660000000001	105.21370000000002	73.34	95.67	53.257600000000004	97.62729999999999	100.729	109.931
MYRT	Myrtales	Punica_granatum	1.85	0.83-3.00	84.92	85.49	86.53	73.33-96.51	85.81	84.29	73.34 - 95.67	Lagerstroemia_indica, Sonneratia_alba, Sonneratia_caseolaris, Trapa_bicornis, Punica_granatum, Melastoma_dodecandrum, Eucalyptus_grandis, Syzygium_aromaticum, Melaleuca_alternifolia	75.18660000000001	105.21370000000002	73.34	95.67	53.257600000000004	97.62729999999999	100.729	109.931
LYTH	Partial Lythraceae	Sonneratia_caseolaris	0.47	0.34-0.61	46.07	45.65	44.75	30.51-60.90	47.15	48.1	40.97-56.58	Lagerstroemia_indica, Sonneratia_alba, Sonneratia_caseolaris, Trapa_bicornis	33.990300000000005	45.21840000000002	40.97	56.58	18.1333	50.4711	27.1787	64.2812
LYTH	Partial Lythraceae	Lagerstroemia_indica	0.43	0.29-0.62	41.41	40.89	41.12	25.94-56.58	47.15	48.1	40.97-56.58	Lagerstroemia_indica, Sonneratia_alba, Sonneratia_caseolaris, Trapa_bicornis	33.990300000000005	45.21840000000002	40.97	56.58	18.1333	50.4711	27.1787	64.2812
LYTH	Partial  Lythraceae	Trapa_bicornis	0.78	0.47-1.37	56.82	56.85	55.63	40.97-72.26	47.15	48.1	40.97-56.58	Lagerstroemia_indica, Sonneratia_alba, Sonneratia_caseolaris, Trapa_bicornis	33.990300000000005	45.21840000000002	40.97	56.58	18.1333	50.4711	27.1787	64.2812
TRAP	Trapa	Trapa_bicornis	0.28	0.15-0.45	30.19	29.39	27.24	18.61-42.72	27.24	30.19	18.61-42.72	Trapa_bicornis	0.0001000000000139778	22.364300000000004	18.61	42.72	0.0	37.7089	9.93219	37.7089
SOLA	Solanaceae	Nicotiana_attenuata	0.54	0.33-1.08	53.45	53.41	54.51	34.21-72.43	57.96	57.25	40.89 - 70.50	Nicotiana_tomentosiformis, Nicotiana_tabacum, Nicotiana_attenuata, Physalis_grisea, Physalis_pruinosa, Iochroma_cyaneum, Capsicum_annuum, Capsicum_chinense, Capsicum_baccatum, Solanum_pennellii, Solanum_lycopersicum, Solanum_tuberosum, Datura_stramonium, Petunia_axillaris	47.1301	65.37659999999998	40.89	70.5	34.313900000000004	60.2737	48.852000000000004	78.8948
SOLA	Solanaceae	Iochroma_cyaneum	0.6	0.35-1.17	59.62	59.45	59.93	40.89-79.22	57.96	57.25	40.89 - 70.50	Nicotiana_tomentosiformis, Nicotiana_tabacum, Nicotiana_attenuata, Physalis_grisea, Physalis_pruinosa, Iochroma_cyaneum, Capsicum_annuum, Capsicum_chinense, Capsicum_baccatum, Solanum_pennellii, Solanum_lycopersicum, Solanum_tuberosum, Datura_stramonium, Petunia_axillaris	47.1301	65.37659999999998	40.89	70.5	34.313900000000004	60.2737	48.852000000000004	78.8948
SOLA	Solanaceae	Solanum_tuberosum	0.62	0.38-1.17	59.41	59.62	61.06	39.95-78.04	57.96	57.25	40.89 - 70.50	Nicotiana_tomentosiformis, Nicotiana_tabacum, Nicotiana_attenuata, Physalis_grisea, Physalis_pruinosa, Iochroma_cyaneum, Capsicum_annuum, Capsicum_chinense, Capsicum_baccatum, Solanum_pennellii, Solanum_lycopersicum, Solanum_tuberosum, Datura_stramonium, Petunia_axillaris	47.1301	65.37659999999998	40.89	70.5	34.313900000000004	60.2737	48.852000000000004	78.8948
